sample_id,cell_type,firre_ko,firre_induced,timepoint,replicate,experiment_replicate,timecourse_length,date_sequenced,sample_name,raw_data_read1,raw_data_read2,raw_data_read1_file_name,raw_data_read2_file_name,md5_read1,md5_read2
JR2908,NPC,KO,control,360,2,1,short,2020-08,JR2908_NPC_KO_control_360_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2908_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2908_R2_001.fastq.gz,JR2908_R1_001.fastq.gz,JR2908_R2_001.fastq.gz,8c1c845d8e5da39832f913938ee61569,51b93cfc247ed838424197f607b032b0
JR2909,NPC,KO,control,180,1,1,short,2020-08,JR2909_NPC_KO_control_180_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2909_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2909_R2_001.fastq.gz,JR2909_R1_001.fastq.gz,JR2909_R2_001.fastq.gz,4d4b88de9107923ce9e9ef9b2b7efa7b,f0e80b43d6079b2ec027bfea22566bab
JR2910,NPC,KO,control,90,1,1,short,2020-08,JR2910_NPC_KO_control_90_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2910_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2910_R2_001.fastq.gz,JR2910_R1_001.fastq.gz,JR2910_R2_001.fastq.gz,9225e286af0eb260c5674214043056fa,83cb46d045f9cf3451e5396a9d979ef3
JR2911,NPC,KO,control,180,2,1,short,2020-08,JR2911_NPC_KO_control_180_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2911_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2911_R2_001.fastq.gz,JR2911_R1_001.fastq.gz,JR2911_R2_001.fastq.gz,d2f0bf4915927631c2697b7b3a1957ea,f8259c6c30f295c188afdf43c4ffcb89
JR2912,NPC,KO,control,30,2,1,short,2020-08,JR2912_NPC_KO_control_30_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2912_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2912_R2_001.fastq.gz,JR2912_R1_001.fastq.gz,JR2912_R2_001.fastq.gz,c6c48e470f42619bcdceb880192acd40,38ba13d9dc30f8bdb0a60d77d8b6e72d
JR2913,NPC,KO,control,90,2,1,short,2020-08,JR2913_NPC_KO_control_90_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2913_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2913_R2_001.fastq.gz,JR2913_R1_001.fastq.gz,JR2913_R2_001.fastq.gz,14d177931efb9c51ef7ef15e9c561692,cf41de38d370ec91dee00fda5696e009
JR2914,NPC,KO,firre_induced,0,2,1,short,2020-08,JR2914_NPC_KO_firre_induced_0_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2914_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2914_R2_001.fastq.gz,JR2914_R1_001.fastq.gz,JR2914_R2_001.fastq.gz,42b9eb80d5beba88dd8a2e4ba150d1f5,3c322294d0eda47c3043427aab245900
JR2915,NPC,KO,firre_induced,360,2,1,short,2020-08,JR2915_NPC_KO_firre_induced_360_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2915_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2915_R2_001.fastq.gz,JR2915_R1_001.fastq.gz,JR2915_R2_001.fastq.gz,b0f3b8a715ea8db6b5ea0c2261c1200d,72023b933559ed61559abd39d44e7ac2
JR2916,NPC,KO,firre_induced,360,1,1,short,2020-08,JR2916_NPC_KO_firre_induced_360_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2916_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2916_R2_001.fastq.gz,JR2916_R1_001.fastq.gz,JR2916_R2_001.fastq.gz,173c8d7e02a06441e1442cebd2981bdd,f3ed883dd3c2fba29ecf01c77deae11d
JR2917,NPC,KO,firre_induced,90,1,1,short,2020-08,JR2917_NPC_KO_firre_induced_90_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2917_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2917_R2_001.fastq.gz,JR2917_R1_001.fastq.gz,JR2917_R2_001.fastq.gz,9e6a707024b4bcb07809a9c17753980b,2765e62a101518211c894ba07813debc
JR2918,NPC,KO,firre_induced,270,2,1,short,2020-08,JR2918_NPC_KO_firre_induced_270_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2918_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2918_R2_001.fastq.gz,JR2918_R1_001.fastq.gz,JR2918_R2_001.fastq.gz,f99c9be6eec5b3569cc744ab6cfa8b69,b5b8ad5133cbde1c2fa2f570398e9b3e
JR2919,NPC,KO,firre_induced,30,1,1,short,2020-08,JR2919_NPC_KO_firre_induced_30_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2919_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2919_R2_001.fastq.gz,JR2919_R1_001.fastq.gz,JR2919_R2_001.fastq.gz,c6c87a08452bd37dd183a599ee84c799,b5bade59939b0c2727d2bcc00db8242b
JR2920,NPC,KO,firre_induced,90,2,1,short,2020-08,JR2920_NPC_KO_firre_induced_90_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2920_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2920_R2_001.fastq.gz,JR2920_R1_001.fastq.gz,JR2920_R2_001.fastq.gz,2b43de3f65d30f6a41a9e45b237db170,93c09ceb2a153920aaec6ebd07c5abef
JR2921,NPC,KO,firre_induced,180,2,1,short,2020-08,JR2921_NPC_KO_firre_induced_180_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2921_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2921_R2_001.fastq.gz,JR2921_R1_001.fastq.gz,JR2921_R2_001.fastq.gz,35d57ae331d8d2f028e0313a15a7de54,edab9a9e89ec0e10291a528a881fe1dd
JR2922,NPC,KO,firre_induced,0,1,1,short,2020-08,JR2922_NPC_KO_firre_induced_0_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2922_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2922_R2_001.fastq.gz,JR2922_R1_001.fastq.gz,JR2922_R2_001.fastq.gz,05f67715a8f983470ded9c606af9394c,b1451f8d3ab17b6b77970125b3f4b1d8
JR2923,NPC,KO,firre_induced,30,2,1,short,2020-08,JR2923_NPC_KO_firre_induced_30_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2923_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2923_R2_001.fastq.gz,JR2923_R1_001.fastq.gz,JR2923_R2_001.fastq.gz,2058f53de007c720a622e9ac31babd9f,53c6e85173bc4d48f72efdced919b954
JR2924,NPC,KO,firre_induced,180,1,1,short,2020-08,JR2924_NPC_KO_firre_induced_180_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2924_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2924_R2_001.fastq.gz,JR2924_R1_001.fastq.gz,JR2924_R2_001.fastq.gz,7d5f7c26a54324828423f161a000cfe6,48fcb52505d1a0f6f43ff36e80388b4a
JR2925,NPC,KO,firre_induced,270,1,1,short,2020-08,JR2925_NPC_KO_firre_induced_270_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2925_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2925_R2_001.fastq.gz,JR2925_R1_001.fastq.gz,JR2925_R2_001.fastq.gz,a0a00f3653ee6ac9000f99f6cd7fe63b,9aaeb4a7091876097c43001c6115686a
